property_size_sqft,bedrooms,bathrooms,floors,age_of_property,distance_to_city_center,school_rating,crime_rate_index,price
1325,6,3,2,44,13.81,4,56.36,888395
4615,6,3,2,25,14.82,1,13.59,357008
2338,5,3,2,31,20.87,7,75.69,854114
4214,5,2,2,27,4.76,8,99.49,89791
3762,3,4,1,39,25.9,7,5.2,1292130
4983,6,3,2,36,1.03,5,79.25,594132
3632,1,3,1,41,5.51,7,83.98,773864
4144,7,4,2,46,14.71,7,3.38,88643
3865,2,4,2,40,7.94,1,58.48,67056
840,2,4,1,15,11.28,8,89.27,1419911
4011,3,3,1,47,10.31,9,56.78,1396296
861,7,1,2,7,8.43,1,58.82,1225764
1011,3,2,1,2,11.72,10,99.55,1115395
3871,1,3,1,2,15.41,1,89.79,1596189
3563,4,4,1,9,14.55,3,63.47,1341711
405,2,4,2,11,24.45,8,51.42,1869507
4370,6,4,2,14,9.59,9,19.19,530926
3258,7,4,2,46,8.82,2,84.41,1667063
3006,5,1,2,26,15.38,1,28.57,1574312
498,7,2,1,45,1.91,10,0.66,294341
925,1,1,2,10,3.8,4,5.6,1779732
1580,2,1,2,5,24.19,2,19.67,1443304
2089,6,2,2,11,15.06,9,81.35,1727406
1538,1,3,1,17,2.46,9,97.45,1743006
4891,4,3,1,24,13.49,5,71.67,1350070
3471,6,1,2,33,12.25,5,16.62,315467
3327,2,2,1,25,7.76,9,86.5,1265474
3192,7,4,1,23,11.48,7,81.0,1269432
414,5,2,2,15,6.06,2,84.89,1349944
2815,6,3,1,35,13.75,6,18.12,1849755
3085,2,1,1,35,12.55,6,51.63,393674
3300,1,4,2,20,18.42,10,62.64,1407261
1636,4,3,2,29,28.29,1,67.77,1734797
4500,6,4,1,48,5.97,2,68.49,1520937
3620,1,2,2,19,12.81,2,1.33,1941449
2007,1,2,1,41,17.09,1,95.97,1160534
3963,3,3,1,49,16.64,6,57.93,85330
3697,1,3,2,18,20.01,3,19.42,414697
3033,7,4,1,10,8.4,9,76.62,940421
4290,6,4,1,13,19.22,8,5.4,922257
4664,4,2,1,35,6.43,7,16.53,1412719
3208,5,1,2,15,4.2,5,39.67,447862
1191,3,4,1,2,25.03,3,56.32,309596
1399,1,2,1,21,14.48,7,41.77,59546
551,6,1,1,42,12.22,6,30.37,1441524
3463,7,3,2,4,27.89,2,73.7,91848
4999,7,3,2,1,21.44,5,0.67,1572403
2491,7,4,2,11,20.48,5,67.84,1945676
4999,2,1,1,44,6.23,3,94.99,532129
4482,3,2,2,1,6.67,2,15.05,987145
4426,4,4,2,36,14.75,2,85.57,343902
3377,2,2,1,18,19.74,5,18.53,1571238
1242,4,1,2,23,12.16,1,42.09,1942045
4846,2,4,1,4,2.39,6,97.5,1382026
4193,5,1,1,25,20.65,9,78.67,335789
2470,4,1,1,27,23.33,1,35.94,1611416
2059,2,1,1,34,28.36,3,34.93,1903693
997,7,2,1,18,12.56,10,32.2,249922
2913,4,3,2,30,8.11,5,36.25,772167
4535,3,4,1,18,27.81,3,97.59,461224
4670,4,2,1,42,21.6,2,34.08,175998
4003,6,1,1,43,2.39,3,44.51,878973
1616,4,2,1,18,17.61,7,21.21,1274534
2691,2,1,1,19,1.34,7,63.87,540681
4211,4,1,1,41,7.18,5,83.27,1271962
1331,5,1,1,16,2.59,2,28.6,1549077
2538,1,1,2,11,6.54,1,21.28,1696643
4402,3,2,2,34,14.95,3,45.14,1519386
3378,6,1,2,25,9.32,7,68.48,1910140
4292,7,2,1,7,3.1,1,40.66,144334
4995,2,2,2,39,14.72,7,14.77,394307
3318,7,3,2,24,21.4,6,18.04,1273803
2964,7,2,1,24,2.07,4,28.75,1687323
2163,4,3,2,44,26.53,10,83.45,246831
2570,4,3,1,21,19.77,6,50.92,703991
735,4,3,1,12,15.82,4,58.78,453954
1576,3,2,1,41,12.19,5,20.12,262619
3421,6,3,1,14,12.1,3,65.45,1422752
1178,1,4,2,22,10.4,10,83.88,247684
1585,5,1,1,27,3.91,9,20.01,1805962
3685,6,2,2,47,2.84,1,5.84,1538626
3847,5,1,2,12,9.61,7,66.4,711146
4391,7,2,1,31,20.18,5,81.59,1843709
2870,6,3,2,10,9.01,9,68.43,1591631
1338,2,4,1,43,24.46,2,42.84,1432429
4406,1,3,1,13,11.72,6,65.35,1926168
2335,1,2,1,34,19.12,3,99.69,799761
1033,3,3,2,46,13.24,4,62.36,1238120
1653,6,4,1,42,15.19,4,52.81,421833
1482,4,1,2,34,7.88,2,53.98,110331
2543,1,1,2,49,15.66,1,46.9,735973
1685,6,3,1,39,3.76,3,68.78,1318560
753,4,2,1,22,11.91,10,84.48,988686
2285,3,2,2,39,13.72,8,72.08,276011
2218,7,1,2,12,21.27,3,22.54,571199
2920,7,4,1,5,12.31,1,36.67,1974323
4408,6,3,1,28,20.13,4,59.09,1815938
3422,6,3,1,41,5.65,9,99.32,1620661
2984,2,1,1,14,1.24,6,6.86,136302
1947,6,2,1,4,15.43,9,18.86,290779
4418,2,3,2,32,14.48,1,77.47,891483
4604,4,2,2,39,20.26,1,19.23,1046115
1768,7,2,2,1,9.75,6,67.26,607360
3737,4,1,1,32,1.38,3,99.43,646044
2157,7,2,1,24,21.85,8,64.08,1408795
1917,7,4,1,26,28.3,4,47.91,484148
3884,1,4,1,47,12.13,9,83.26,821956
4085,3,1,2,24,18.53,6,77.18,458160
3452,2,3,2,4,16.57,2,71.09,1741994
3096,7,2,2,42,17.2,1,11.72,866588
590,1,4,2,39,26.09,10,63.18,629451
1332,5,1,1,3,22.22,2,1.33,1839031
4637,1,1,2,13,23.21,1,5.65,143171
3638,4,2,1,16,3.16,8,3.86,616641
2615,5,1,2,40,4.83,2,10.89,212292
965,1,3,2,26,20.07,9,43.25,370643
1534,6,2,1,35,16.44,9,94.62,1059418
1143,3,3,1,33,23.34,9,7.49,973707
1072,2,4,1,9,3.25,10,72.13,649363
3311,6,4,1,21,17.21,6,50.73,61486
930,5,4,2,40,14.84,8,27.58,1403310
3421,7,4,1,21,25.71,10,31.69,138635
961,3,1,2,27,6.02,3,2.29,433176
701,7,3,2,47,10.79,9,70.04,1897100
4167,1,1,2,19,4.94,9,10.04,921236
4680,6,1,2,48,13.83,10,3.47,1297274
909,4,4,1,1,26.5,5,46.83,1417383
3845,4,3,1,22,20.27,9,47.73,418765
2603,3,2,2,33,22.46,10,65.47,672402
3234,4,2,2,47,3.25,8,70.64,94458
1194,2,2,1,15,13.83,7,50.88,1033843
2879,7,3,1,27,25.24,10,70.8,852019
1923,3,4,2,13,25.21,4,25.02,1839322
2594,3,4,2,0,29.65,5,14.37,476372
2928,4,3,2,40,16.02,1,93.15,1438737
834,3,4,1,14,0.56,5,37.33,541749
2438,1,3,1,14,27.02,2,9.01,466309
2106,5,3,2,24,28.71,1,82.71,555100
468,6,2,2,42,27.87,2,61.31,568539
2304,5,2,2,4,23.27,8,59.19,1036127
4359,7,1,2,7,6.75,6,13.26,1822325
3351,6,3,2,21,4.6,6,75.74,1326623
3113,4,2,2,38,21.18,9,20.36,632218
3769,2,2,1,37,4.64,2,4.21,90136
4995,2,2,1,38,28.62,1,16.11,919015
4127,4,4,1,45,13.65,5,70.06,1536946
2804,7,2,1,42,1.41,4,79.12,1492277
3725,4,4,1,13,4.94,4,24.66,1848423
3946,3,2,2,18,9.07,8,31.5,319683
2703,2,4,1,25,21.26,2,16.27,203893
4081,5,4,2,37,22.25,1,45.28,1706669
3621,4,2,1,32,6.78,2,22.01,132409
4774,7,3,2,45,19.63,9,98.41,1690610
1482,7,1,2,11,1.44,7,76.7,364900
845,5,1,2,28,3.53,4,59.71,1907397
1992,6,3,2,11,16.28,10,72.13,1328707
3175,5,2,1,28,21.26,9,16.69,1382880
4216,7,3,1,40,27.47,10,74.36,600387
3453,2,2,1,40,13.41,10,34.63,167335
1990,6,2,2,45,4.04,6,46.95,858730
2631,5,2,2,19,27.9,8,88.53,1731757
1961,3,2,1,33,13.4,5,94.42,496584
4672,3,2,2,45,15.18,10,76.86,1761436
4046,2,3,1,29,25.71,2,76.76,63634
3638,3,3,2,28,17.78,10,74.45,1077355
2000,4,1,2,38,9.39,9,62.64,1177476
2456,6,2,2,46,16.45,5,19.55,1961741
4731,2,3,2,39,18.93,4,58.84,1838821
1109,6,3,1,1,26.75,8,5.66,1729633
3371,7,2,2,25,7.43,2,3.07,456561
3132,5,2,1,0,17.0,7,83.8,1349081
1193,4,3,2,27,27.65,3,54.05,1219445
3499,2,2,1,7,1.84,6,1.64,1970468
3255,5,4,1,30,6.24,2,27.27,618249
426,5,3,1,38,10.72,3,68.29,1080048
3667,5,1,2,49,20.51,10,93.94,1724647
484,5,2,1,18,25.33,7,84.41,214364
3501,5,4,1,12,6.38,1,44.51,1318863
1522,2,1,2,15,7.78,7,28.56,195574
411,3,1,1,22,24.79,7,31.01,413760
2148,5,1,2,10,4.88,9,73.36,1567930
3509,7,2,1,23,8.2,5,80.44,903206
2276,7,1,1,9,22.11,8,36.55,707054
3019,4,3,1,4,5.4,3,62.29,658999
579,2,3,2,11,24.93,1,74.56,473561
1196,1,2,1,35,14.97,2,84.57,147851
4213,3,2,1,25,13.7,5,64.09,1039120
2424,4,1,2,27,4.49,10,86.43,1972689
3617,7,2,2,15,20.55,9,28.15,1597506
1286,5,3,2,1,26.58,4,69.88,259688
2868,2,3,2,25,20.92,7,40.21,795053
3787,2,3,2,3,9.85,10,92.86,304095
1919,5,2,2,28,21.11,7,21.88,886734
2832,7,3,2,15,15.54,1,78.74,184739
1316,4,2,1,21,25.69,2,93.17,1296416
2470,2,4,1,42,14.06,8,68.24,305877
4376,6,1,1,5,7.5,4,78.9,762311
2181,7,4,2,27,3.49,8,88.62,1769835
738,7,3,1,10,8.79,8,30.95,1421205
1916,3,1,2,41,17.12,7,12.45,1036624
3270,4,3,1,46,5.52,2,93.65,1096572
3982,7,3,1,20,1.67,6,3.75,708391
1314,5,4,2,25,13.74,1,48.46,403641
3690,7,3,1,38,10.75,5,32.25,333917
4970,4,1,2,46,12.9,4,55.46,254791
1846,6,3,1,21,13.9,10,98.93,1689450
1779,7,1,2,29,23.1,2,4.57,1648445
1883,4,4,2,29,28.85,5,76.96,503836
2474,7,2,2,32,8.24,1,2.46,959734
1200,1,3,2,39,28.3,3,26.12,1797533
1646,5,4,1,29,7.24,7,70.56,978895
3137,3,3,2,36,22.77,4,27.48,1477671
3895,5,1,1,29,20.6,7,61.07,1347672
3657,1,3,1,25,2.04,7,96.68,1676133
4277,5,2,1,5,21.89,6,87.47,1311444
1381,5,3,2,3,27.08,3,83.63,155634
2876,3,2,2,14,27.94,10,19.35,442603
2488,1,2,2,35,20.71,8,27.18,1384500
3352,5,3,2,2,23.7,10,78.76,1091077
1411,6,4,1,15,2.61,4,73.05,1753773
3864,7,3,2,15,5.26,2,29.13,964056
3150,5,2,2,39,8.24,2,42.89,873920
2526,2,4,1,26,16.17,1,64.85,1273854
4261,5,2,1,5,11.89,1,52.55,1935273
2991,3,2,2,20,19.89,1,45.61,1720228
1873,2,3,1,12,13.65,9,10.01,69395
2921,6,1,2,8,23.36,3,43.5,220657
1565,7,3,2,40,21.55,7,99.22,1205548
3722,6,1,1,42,22.54,5,34.19,909346
1009,6,1,2,7,24.95,7,69.4,252092
2583,1,3,1,27,25.11,7,50.58,197681
2931,6,1,1,44,23.5,6,79.47,375320
3261,4,2,1,18,2.44,5,74.83,1735951
2055,3,4,2,28,18.88,9,94.44,1617498
2155,1,3,2,30,1.08,7,65.07,1104797
445,2,1,2,32,22.44,1,94.78,450632
1659,4,2,1,48,2.3,8,4.16,1341099
3632,1,4,2,5,29.5,2,40.68,649145
1851,3,1,2,43,18.62,5,67.52,669812
2518,2,1,1,3,5.87,3,48.03,1419531
2967,3,2,1,15,14.31,5,93.22,854539
2392,3,4,1,2,24.89,10,14.05,1770378
3523,2,4,2,24,5.81,10,48.02,104098
2740,6,2,1,16,16.33,8,85.62,1847757
1888,5,4,1,21,0.61,10,75.74,371319
1973,3,3,1,17,23.76,1,79.12,1269243
2827,6,4,2,31,6.24,8,46.24,869389
2166,7,1,2,17,11.92,2,33.84,275392
3949,2,4,1,25,16.14,4,50.63,747417
2709,3,3,1,49,4.77,6,20.11,708083
2804,5,3,2,24,27.84,8,64.14,315916
1842,7,1,2,27,14.33,6,78.65,1174431
2376,2,1,2,39,7.34,3,7.18,1680478
4373,1,3,1,22,22.19,4,59.91,125345
2890,1,2,2,7,26.88,2,57.54,267605
1125,6,3,1,12,27.42,9,26.41,1756478
4203,1,4,2,43,13.22,9,99.54,528761
4781,4,1,2,46,11.1,7,49.98,651534
4227,3,2,1,9,27.91,10,88.8,1225916
4019,3,3,2,40,2.06,5,19.04,1647039
3287,2,1,1,2,22.64,3,74.88,1351866
897,4,4,2,9,5.74,1,7.93,343847
4376,3,2,1,48,14.23,6,6.81,1652646
1104,2,2,2,14,28.63,4,19.21,1795500
4527,5,2,1,23,17.64,2,73.73,1995966
4081,3,4,1,9,15.94,10,99.7,617022
4538,6,1,1,20,2.32,7,81.1,1600806
2316,3,3,1,45,8.68,2,42.47,306030
1774,5,1,1,47,0.59,2,64.36,1552554
2245,5,4,1,37,26.31,8,47.46,1407090
1836,3,1,2,38,19.52,8,24.74,522569
3490,5,2,2,41,3.98,8,61.59,1836394
1770,2,3,1,49,11.22,4,52.96,1375473
2328,3,4,1,27,24.44,7,53.78,1722984
2036,3,2,2,40,4.64,8,6.34,515220
491,1,1,1,1,7.29,9,12.11,942244
2243,6,2,2,40,16.47,2,49.97,1956295
584,3,1,2,3,4.78,10,35.87,1514786
1971,7,1,1,42,11.79,7,42.5,1005112
1231,1,4,1,48,29.47,4,39.0,1086239
4840,5,1,1,2,16.54,10,71.14,474837
2525,6,2,1,31,21.2,3,17.86,1854334
4662,6,4,2,46,20.07,6,94.21,1592967
663,5,3,2,33,6.75,6,47.04,456181
1686,2,4,1,15,25.46,8,34.04,1734377
1929,1,2,1,3,4.1,6,2.12,1196853
2208,3,1,2,17,27.69,10,35.51,68203
2277,1,4,1,27,6.87,1,62.58,102693
2149,5,4,2,41,28.66,5,79.73,1518230
2309,5,4,1,5,24.04,7,73.2,1019344
3023,7,2,2,42,5.54,3,57.32,829688
1597,2,1,2,41,5.23,10,43.61,830916
2878,6,3,2,0,2.99,9,52.54,1941503
2910,6,3,2,15,7.8,3,96.18,1309724
500,5,1,1,36,19.94,10,96.61,879904
3487,1,3,1,8,15.85,6,80.33,612024
2319,6,1,2,16,18.59,2,16.68,1213604
2691,7,4,2,35,1.42,4,93.42,1621968
3720,7,4,2,33,2.86,2,64.79,1677984
504,3,2,1,30,20.91,9,47.78,616867
1093,3,4,1,33,25.51,2,56.14,177709
3640,1,2,1,36,11.1,8,47.64,1392352
3891,2,3,1,33,5.41,4,47.82,708586
3792,3,3,1,44,9.6,2,43.12,317226
2668,1,4,2,36,12.65,7,89.58,1165435
4183,1,1,1,0,19.09,4,45.58,1077496
3912,5,3,1,14,12.58,9,22.01,1752915
1289,6,3,1,30,26.96,2,22.88,95544
1189,5,3,1,13,12.34,8,13.16,660208
1058,6,1,2,43,5.85,1,55.43,303056
1418,2,4,2,33,7.83,10,32.48,347738
2353,2,2,2,0,14.22,4,57.74,1263154
1590,2,1,1,34,23.58,3,93.09,538639
4106,1,1,2,10,26.15,9,95.56,1647753
4057,1,3,2,16,5.97,4,30.58,1167755
2696,5,2,1,4,0.6,5,22.02,1079149
1174,3,1,2,16,26.15,10,5.53,1838900
3211,7,3,1,17,7.23,3,27.29,437123
1780,6,1,2,24,24.74,2,50.63,1531511
3582,6,3,1,34,16.75,8,60.26,1448523
4729,2,2,2,46,12.42,9,9.82,1883687
3497,6,2,2,15,4.83,8,24.55,1264338
1804,4,3,1,46,20.33,3,4.2,1416430
4201,2,4,2,48,24.64,1,77.62,1234831
1769,7,1,1,49,14.1,2,27.02,96696
2464,6,4,2,22,13.67,7,56.91,578357
2692,5,1,1,39,22.78,9,46.02,699539
3165,6,2,2,20,15.25,2,47.74,75927
3217,1,1,2,28,23.68,6,66.57,282099
1116,5,3,2,45,2.1,9,41.04,1712977
4440,5,3,1,35,25.8,10,24.98,1383890
2111,5,3,1,9,8.23,4,40.96,67838
1625,4,4,1,19,5.49,5,82.38,467151
408,4,2,2,6,1.45,8,56.21,54282
997,6,2,1,29,25.11,5,97.66,1906521
4518,2,2,1,28,2.27,5,78.5,1888063
2008,6,3,2,0,28.66,4,82.56,741097
3431,6,2,1,20,17.16,7,78.27,1662150
4067,6,4,1,6,21.11,3,44.23,447057
2646,7,4,1,43,21.9,5,80.36,1165405
4026,1,4,2,3,9.13,8,63.08,1007441
4471,5,3,1,38,24.29,9,22.57,626317
3222,3,1,1,14,28.41,7,9.5,114570
491,7,2,1,33,11.41,7,49.89,1290593
1250,2,4,2,1,25.14,7,58.29,1339562
1507,2,1,1,36,23.28,1,34.94,1890520
699,5,1,2,2,17.89,9,62.96,1215883
2743,2,4,1,47,11.34,3,15.08,1593220
1877,5,4,2,3,12.75,10,80.63,104623
1482,2,2,1,46,9.57,4,40.08,1789709
3356,6,2,1,48,13.07,5,72.59,360164
3318,1,1,2,42,29.69,10,85.3,901552
1765,7,1,2,35,11.22,5,23.89,1126832
3200,7,1,1,26,20.13,10,54.54,1595707
3936,2,3,1,3,9.93,8,12.5,729313
4351,7,1,1,35,14.27,3,4.26,1006823
2509,2,3,1,18,2.97,4,4.0,1282779
1175,3,2,1,33,23.02,6,95.02,1894686
1852,7,1,1,15,20.0,7,4.48,413453
2081,1,2,2,44,10.75,4,60.32,1159119
2703,7,1,2,39,15.98,2,5.74,1128996
2251,6,2,2,21,26.23,1,71.46,631871
2297,1,1,2,31,1.81,9,48.93,436565
3818,7,3,1,1,27.94,9,20.84,430645
3997,1,4,2,16,14.39,6,60.33,852566
1727,7,2,2,22,25.86,7,33.42,1302473
1014,2,2,2,43,25.91,7,15.15,772705
644,4,4,2,45,2.23,1,73.98,1104805
1156,2,1,1,11,23.56,6,38.18,602671
1223,5,3,2,12,22.12,7,46.92,1581966
3227,7,3,2,9,1.77,8,3.87,1840244
4207,3,3,1,3,28.25,9,56.37,1689878
3179,1,1,1,6,19.22,6,51.37,1698946
2246,5,2,2,1,5.44,2,74.85,820579
1640,6,1,2,14,4.13,1,47.81,527388
873,5,3,2,35,17.08,7,84.4,911884
4531,4,4,1,8,2.24,5,34.8,1960179
3649,7,3,2,23,5.35,8,74.71,867308
2192,1,2,1,5,28.48,1,24.17,1529978
2134,2,1,1,48,22.47,7,86.32,955835
4342,1,1,2,6,18.6,1,35.19,1587407
1344,3,3,2,15,6.66,9,73.64,1933924
1911,1,2,1,16,6.95,2,80.42,1972625
4481,5,2,1,29,13.65,10,16.41,981947
4926,5,4,1,7,22.74,9,80.12,607468
1258,2,3,1,2,0.62,10,28.96,1216610
3960,2,4,1,24,1.81,6,59.52,817111
629,2,1,1,28,26.17,4,52.16,1226058
2817,6,1,2,20,24.51,4,58.56,157999
577,7,2,2,5,20.99,4,78.86,474081
4328,3,4,2,22,15.24,9,83.13,1454163
3015,6,2,2,49,4.78,10,25.08,572129
2013,6,3,1,10,3.52,5,18.92,1317959
3240,6,2,1,5,27.21,2,8.37,1144510
3347,1,1,2,26,11.78,4,70.6,1714205
2174,4,1,2,26,21.02,5,47.62,1430590
4271,7,2,2,12,13.96,3,14.94,865663
481,1,3,2,8,22.06,1,48.33,1449559
1245,2,4,2,7,6.2,9,98.46,1845602
3209,3,1,1,44,14.79,2,55.78,704965
1616,6,1,1,26,11.62,1,87.21,939495
3660,1,3,2,31,7.73,8,8.84,450254
3545,7,2,2,28,18.13,2,90.21,1956992
2663,5,1,2,45,16.34,7,55.81,1331655
2737,7,1,2,32,15.12,1,54.0,255199
844,6,3,2,4,17.94,8,13.77,458292
1322,7,2,2,37,4.7,1,45.69,1370501
4688,1,3,2,8,11.43,5,48.45,1331856
4784,5,3,2,12,10.08,10,14.0,1707352
3030,1,2,1,32,23.19,7,33.56,1918457
1567,1,1,2,29,1.55,7,87.89,1740705
4363,6,4,2,24,8.82,1,3.34,429651
3841,1,4,2,5,27.59,7,52.37,143097
3912,2,4,1,38,9.36,1,78.17,396805
1295,7,3,2,9,4.98,3,96.77,1472009
4122,5,1,1,35,22.84,2,65.81,670789
2460,3,1,2,49,1.91,2,4.03,287816
3434,4,1,1,47,13.08,2,71.91,938959
2787,7,1,1,18,25.73,8,72.91,199382
2297,6,3,2,10,28.65,3,53.71,455041
2199,5,4,2,16,7.85,4,37.78,705553
4807,2,4,2,1,9.24,4,43.97,1641234
3180,5,2,1,6,17.23,6,94.52,423632
1527,3,1,1,40,7.18,4,88.74,1132513
738,6,4,2,30,4.95,1,28.41,504790
4854,5,4,1,30,13.07,1,7.41,81213
1572,7,1,2,45,2.63,1,74.5,1774405
3208,2,1,1,16,26.88,2,53.3,1690887
3429,6,4,2,14,10.36,7,64.03,1755093
2489,2,2,2,6,10.42,3,94.39,1521137
4697,6,1,1,29,23.85,7,94.29,578355
3417,4,4,1,38,10.58,7,83.02,1501050
4959,3,2,1,13,22.95,1,26.49,425236
848,4,3,1,30,5.85,3,80.14,1908280
1193,7,2,1,8,16.11,4,84.71,594148
836,7,1,2,8,23.17,1,0.09,1233601
2020,7,3,2,48,13.77,8,40.86,519590
3901,1,2,1,1,2.62,5,31.3,863051
3319,7,4,1,43,22.24,8,84.39,1223986
4708,2,1,1,21,15.07,6,10.78,192464
1348,4,3,2,15,9.83,6,62.22,1355130
4344,2,4,2,1,29.79,9,50.92,1792010
1527,6,3,2,14,26.34,4,92.51,605426
591,2,2,2,5,1.62,9,47.42,262284
4412,1,4,2,22,18.01,6,7.69,1078498
4160,2,1,2,27,10.96,9,88.93,907909
4130,6,4,2,42,1.6,2,60.12,558601
1803,6,2,1,16,0.83,2,66.83,159630
2390,4,3,2,35,17.72,1,72.0,177197
1504,7,4,2,18,9.94,9,82.78,1306361
948,3,3,2,4,21.25,6,73.88,1707349
3848,5,1,2,22,13.91,4,25.73,1069369
2261,4,4,1,43,23.11,9,95.81,1563141
4649,1,3,1,18,24.49,5,14.54,1080750
970,5,1,1,0,19.89,6,41.44,474315
2184,2,2,1,26,12.83,1,53.24,841467
2687,4,4,2,42,29.66,8,5.38,1826314
2821,5,4,1,24,9.55,7,12.47,293981
4372,7,4,2,5,15.68,10,18.89,1244511
1204,7,3,1,35,15.85,3,87.02,1822152
1198,4,3,1,16,13.14,5,60.14,754059
3675,7,1,1,11,4.08,9,10.07,1974508
1010,2,4,2,24,10.94,3,73.28,668342
2206,6,1,1,9,6.85,8,45.63,114105
4638,4,4,1,45,27.05,4,15.91,1137207
3660,1,2,1,38,19.83,9,56.15,1994914
4767,5,4,2,23,8.99,9,38.47,1938316
3771,5,1,2,10,17.19,6,64.84,959524
2873,5,3,2,23,25.67,9,98.03,519088
2493,4,2,2,2,28.07,4,72.76,50525
2542,2,2,2,39,2.71,1,51.25,1138414
4401,4,4,1,19,23.71,5,61.27,1958697
3480,4,2,2,22,29.01,7,77.39,1257990
4954,7,1,1,4,14.28,6,23.0,1879393
1832,6,1,2,35,29.87,8,13.53,1388883
2917,5,4,1,12,28.73,3,57.6,1558259
3257,2,3,2,35,19.88,8,74.56,62364
905,3,2,1,5,25.5,3,42.23,1663620
1496,2,2,2,1,9.25,3,19.38,1694516
4579,7,4,2,28,27.57,8,63.81,1468761
4554,4,2,2,4,17.96,8,67.68,303149
1444,1,3,1,14,15.54,8,78.87,1656270
2604,2,4,2,7,25.15,7,58.63,115721
4302,5,1,1,33,26.74,8,36.59,1191307
1752,1,2,1,36,21.19,6,21.91,807224
1996,3,4,2,25,1.24,2,4.25,1916499
975,3,1,1,8,18.12,10,40.08,784601
1079,1,1,2,7,24.74,7,77.02,1816889
4698,7,1,1,13,16.59,7,75.29,374971
4112,3,4,2,47,28.08,1,94.2,686327
4228,1,4,1,24,26.97,7,1.81,1537079
1529,4,1,1,33,16.13,1,17.66,891499
4304,1,1,2,2,12.41,7,66.12,194065
3593,4,4,2,31,2.12,6,54.18,1931690
717,7,4,1,35,19.16,6,71.81,1222219
4096,5,3,1,46,8.35,2,38.87,872236
4901,5,1,2,4,20.22,7,35.27,254549
3396,3,2,1,14,24.06,8,69.88,764262
3994,6,2,1,27,12.56,8,40.87,332059
3609,6,4,1,17,0.96,3,25.91,516280
2942,1,2,1,44,26.02,6,30.16,187159
1078,7,4,1,10,16.7,6,21.95,1021088
2289,4,3,2,9,9.79,5,1.12,1133456
2043,5,4,1,3,19.2,9,69.2,1514898
1234,7,1,2,19,20.39,9,73.48,290747
2641,5,4,1,4,4.85,3,79.18,274124
2755,5,2,2,0,19.57,8,17.93,558461
2068,3,2,2,12,8.96,9,91.4,328171
2953,5,2,2,45,24.21,5,33.13,911673
680,6,1,1,21,28.27,6,89.45,656691
3162,2,4,1,47,3.53,4,27.23,436874
4978,3,4,2,12,27.56,6,4.21,360319
1646,1,2,1,14,27.15,3,51.81,771593
2172,2,1,2,8,10.62,6,53.03,1957032
2564,3,2,2,2,1.35,10,90.09,197809
591,7,2,1,1,20.07,7,67.0,1052434
3235,3,1,1,11,10.67,1,82.63,1987720
3065,4,2,1,23,6.15,7,85.3,259947
2963,2,3,1,17,3.7,3,48.78,1680710
706,2,1,2,35,6.28,5,90.83,1560684
931,6,2,2,24,7.51,5,72.37,1995471
4617,2,4,1,14,23.98,6,10.93,1868857
3096,5,3,2,0,23.62,2,24.93,762550
458,6,4,1,7,15.09,9,10.27,647940
1973,7,4,2,48,16.82,7,58.36,499171
1540,5,3,1,36,27.58,4,22.33,304326
2210,6,1,1,6,27.29,5,94.23,1985253
3598,1,2,2,34,24.95,5,89.34,928092
3876,7,4,1,37,11.54,10,79.51,1949591
4894,6,4,2,44,11.31,6,87.75,1581064
2962,1,4,2,15,26.69,4,84.26,520377
3252,6,1,2,16,27.83,6,17.54,677666
1341,1,4,1,37,24.05,4,9.12,1963668
2174,5,4,2,29,22.84,5,69.83,1232276
1821,7,4,2,36,16.97,4,34.22,1895857
835,7,3,1,17,10.48,9,62.61,165325
1239,6,3,1,35,7.6,1,63.41,484736
4401,4,4,1,11,4.64,5,85.78,365517
4855,6,1,2,27,21.98,5,16.17,722609
3081,1,1,2,47,23.42,1,88.51,1651802
2050,7,2,2,10,11.08,4,32.46,1591109
1645,3,3,1,42,0.68,2,89.08,1485109
2661,5,1,1,5,28.19,2,20.36,1634774
1315,4,4,2,25,13.39,2,16.01,239071
3039,3,3,1,15,29.25,10,61.58,67937
4289,3,1,2,37,20.48,1,90.39,1924117
4881,5,2,1,8,4.16,9,48.68,607297
1726,6,4,1,17,10.15,6,8.25,622404
3758,2,3,1,32,19.88,7,87.03,412866
1985,4,2,1,49,19.65,6,49.75,1058251
3768,6,2,2,18,7.34,4,50.53,1449510
788,5,3,2,8,5.72,10,21.6,964993
3191,2,1,2,45,8.67,2,19.86,150095
3732,5,4,2,43,23.71,5,60.99,1113013
1103,5,2,2,41,7.64,3,43.06,655063
3220,3,2,1,8,21.2,1,14.78,230171
1459,7,3,1,43,26.16,2,97.72,1431444
4574,6,3,1,4,12.05,8,4.67,1343098
1698,5,3,1,22,0.71,7,4.34,159146
1701,6,2,2,41,4.69,7,97.86,1190204
1073,2,1,2,33,9.7,9,22.14,1985100
2759,3,1,1,37,6.1,10,1.41,654280
4699,2,4,2,21,9.04,2,39.75,310603
4512,2,3,2,4,16.55,2,21.86,386881
4971,3,4,2,0,1.12,10,80.58,334948
3982,6,2,1,25,2.4,6,25.35,1604606
1416,2,2,2,17,25.74,2,81.72,1901582
609,1,2,1,25,15.91,8,53.08,730106
898,6,4,2,14,28.1,9,80.5,122100
828,7,3,1,1,0.6,6,61.39,1498146
4039,7,4,1,14,0.5,6,75.58,1229450
